name,ratings,reviews,type_locations,salaries,interviews,jobs,benefits
Valethi Technologies,3.2,(191),Analytics & KPO | Nagpur +6 other locations,965,12,--,9
Schreiber Dynamix Dairies,4.0,(191),Electronics Manufacturing | Pune +13 other locations,649,7,12,20
Exponentia.ai,3.6,(191),Emerging Technologies | Mumbai +6 other locations,751,21,101,9
ILJIN AUTOMOTIVE,3.7,(191),Automobile | Chennai +13 other locations,749,11,--,19
ICT Service Management Solutions,3.5,(190),IT Services & Consulting | Bangalore / Bengaluru +11 other locations,616,4,1,21
Medecins Sans Frontieres,4.3,(190),Non-Profit | Mumbai +37 other locations,390,11,--,5
DevTown,3.7,(190),Education & Training | Bangalore / Bengaluru +12 other locations,122,35,--,--
VAYA Finserv,3.9,(190),Financial Services | Hyderabad / Secunderabad +48 other locations,450,11,--,18
Jubilant Motorworks,4.0,(190),Automobile | Bangalore / Bengaluru +18 other locations,608,11,--,15
FreshersNow,4.0,(190),Hyderabad / Secunderabad +39 other locations,213,54,--,4
Code Brew Labs,3.2,(190),IT Services & Consulting | Chandigarh +5 other locations,718,16,3,31
Epitome Components,3.2,(190),Electrical Equipment | Ahmednagar +10 other locations,814,14,1,6
Karuna Greentech,4.5,(190),Electrical Equipment | Kolkata +17 other locations,133,2,--,5
Vivimed Labs,3.4,(190),Chemicals | Hyderabad / Secunderabad +12 other locations,820,9,3,15
Sleepwell,4.2,(190),Furniture & Furnishing | New Delhi +69 other locations,567,17,--,12
Indel Money,3.9,(190),NBFC | Kochi +70 other locations,552,9,6,7
Bhutani Group,4.2,(190),Real Estate | Noida +14 other locations,676,36,1,8
Radheya Machining,3.6,(190),Industrial Machinery | Pune +16 other locations,665,10,--,20
Mobile Premier League,3.6,(190),Gaming | Bangalore / Bengaluru +12 other locations,1.4k,25,25,14
Godrej Capital,3.5,(200),Financial Services | Mumbai +26 other locations,1.3k,11,--,1
Samkwang India Electronic,3.2,(190),Electronics Manufacturing | Greater Noida +9 other locations,761,16,--,10
Cosmos Impex,4.2,(190),Industrial Machinery | Vadodara +20 other locations,935,19,5,17
i-exceed technology solutions,2.7,(190),FinTech | Bangalore / Bengaluru +6 other locations,1.4k,42,12,11
Osam Dairy,4.0,(190),Agriculture | Ranchi +20 other locations,439,9,3,1
Samkwang India Electronic,3.2,(190),Electronics Manufacturing | Greater Noida +9 other locations,761,16,--,10
Radheya Machining,3.6,(190),Industrial Machinery | Pune +16 other locations,665,10,--,20
Cosmos Impex,4.2,(190),Industrial Machinery | Vadodara +20 other locations,935,19,5,17
Vandana Global,2.8,(190),Iron & Steel | Raipur +5 other locations,787,17,10,4
i-exceed technology solutions,2.7,(190),FinTech | Bangalore / Bengaluru +6 other locations,1.4k,42,12,11
Sri Ramachandra Institute of Higher Education and Research,3.9,(190),Education & Training | Chennai +10 other locations,889,9,--,7
Aeon Credit Service,3.4,(190),Financial Services | Mumbai +11 other locations,596,12,--,8
Advids,3.7,(190),Marketing & Advertising | Pune +12 other locations,308,14,--,10
Epson,4.2,(190),IT Services & Consulting | Bangalore / Bengaluru +52 other locations,622,7,1,17
Green Park Hotels,4.2,(190),Hospitality | Hyderabad / Secunderabad +14 other locations,657,2,--,24
Ribbon Communication,3.7,(190),Hardware & Networking | Bangalore / Bengaluru +11 other locations,1.2k,27,4,20
Shirdi Sai Electricals,3.8,(190),Power | Kadapa +25 other locations,617,15,--,20
Marathon Electric India,3.6,(190),Electrical Equipment | Faridabad +12 other locations,828,11,2,18
DS-MAX Properties,3.5,(189),Real Estate | Bangalore / Bengaluru +8 other locations,885,26,89,19
Kayjay Forging,3.7,(189),Auto Components | Ludhiana +9 other locations,671,8,8,19
Towell Engineering Group,3.7,(189),Engineering & Construction | Muscat +14 other locations,496,10,--,32
M*Modal,3.6,(189),IT Services & Consulting | Bangalore / Bengaluru +10 other locations,473,2,--,33
TALENTEDGE,3.3,(189),EdTech | Pune +11 other locations,936,20,--,17
Srg Housing Finance,4.0,(190),NBFC | Udaipur +55 other locations,555,12,11,6
Laxmi Remote India,3.3,(189),Pharma | Noida +8 other locations,705,12,3,15
DS-MAX Properties,3.5,(189),Real Estate | Bangalore / Bengaluru +8 other locations,885,26,89,19
EDR Continuous Information,2.9,(190),IT Services & Consulting | Chennai +2 other locations,787,10,--,12
Tata Institute of Social Sciences,4.3,(189),Education & Training | Mumbai +36 other locations,696,10,--,17
Luthra Group Company,4.2,(189),Waste Management | Surat +18 other locations,835,19,8,17
CloudMoyo,4.0,(189),Software Product | Pune +2 other locations,1.2k,8,4,43
DAIMLER TRUCKS ASIA,3.8,(189),Chennai +17 other locations,1.2k,5,--,5
Redington Group,3.9,(189),IT Services & Consulting | Chennai +19 other locations,1.3k,9,29,3
India Pesticides,3.9,(189),Agro Chemicals | Lucknow +20 other locations,759,15,5,4
A3logics,3.7,(189),IT Services & Consulting | Jaipur +5 other locations,752,31,--,8
Talentica Software,4.0,(189),IT Services & Consulting | Pune +5 other locations,1.5k,52,28,25
Vertafore,3.8,(189),IT Services & Consulting | Hyderabad / Secunderabad +2 other locations,1.7k,24,1,17
Axalta Coating Systems,4.0,(189),Chemicals | Vadodara +24 other locations,804,11,9,29
Gleeds Hooloomann Consulting,4.2,(189),Real Estate | Bangalore / Bengaluru +20 other locations,679,8,11,15
Google Maps,4.8,(189),Internet | Hyderabad / Secunderabad +27 other locations,154,18,--,4
Getix Health,3.8,(189),Analytics & KPO | Bangalore / Bengaluru +6 other locations,932,14,4,15
Orbit Techsol,3.7,(189),IT Services & Consulting | New Delhi +21 other locations,1k,12,17,7
Sheth Creators,3.1,(189),Real Estate | Mumbai +4 other locations,756,9,--,15
Amphenol Fci,3.9,(189),Electrical Equipment | Bangalore / Bengaluru +9 other locations,869,13,4,19
Vijay Tanks & Vessels,4.1,(189),Engineering & Construction | Vadodara +20 other locations,733,9,1,17
Paranjape Schemes (Construction) Limited,3.2,(189),Real Estate | Pune +9 other locations,837,11,2,19
Orbit Techsol,3.7,(189),IT Services & Consulting | New Delhi +21 other locations,1k,12,17,7
Ksolves India Limited,3.0,(189),IT Services & Consulting | Noida +11 other locations,969,56,14,3
Blackbuck Insights,3.8,(189),IT Services & Consulting | Bangalore / Bengaluru +13 other locations,790,17,--,6
DSM Infocom,2.7,(188),IT Services & Consulting | Mumbai +38 other locations,429,6,--,6
HPM Chemicals & Fertilizers,4.2,(188),Agro Chemicals | New Delhi +32 other locations,441,8,--,98
Hyundai Heavy Industries,3.7,(188),Industrial Machinery | Pune +18 other locations,369,10,--,28
Systopic Laboratories,4.4,(188),Pharma | New Delhi +51 other locations,345,4,--,27
Bullmen Realty,3.0,(188),Real Estate | Noida +13 other locations,747,18,4,3
Sahyadri Industries,3.2,(188),Building Material | Pune +27 other locations,795,13,--,9
Flender,3.7,(188),Industrial Machinery | Chennai +5 other locations,1k,15,3,11
Centillion Solutions and Services,3.9,(188),IT Services & Consulting | Bangalore / Bengaluru +70 other locations,524,6,11,4
Clarion Technologies,3.7,(188),IT Services & Consulting | Pune +8 other locations,1.5k,22,21,11
Simplify Healthcare,2.8,(188),Software Product | Pune +3 other locations,1.6k,36,38,4
Indobevs,3.9,(188),Beverage | New Delhi +23 other locations,804,11,--,9
Motorola Solutions,3.9,(188),Telecom | Bangalore / Bengaluru +23 other locations,1.5k,32,55,16
CIGNEX,3.8,(188),IT Services & Consulting | Bangalore / Bengaluru +11 other locations,1.2k,10,34,21
One Point Solutions,3.2,(188),Bangalore / Bengaluru +14 other locations,1k,9,--,5
CapitalVia,4.0,(188),Analytics & KPO | Indore +8 other locations,368,46,4,23
Providence Global Center,3.6,(188),IT Services & Consulting | Hyderabad / Secunderabad +2 other locations,1.6k,19,16,9
Deutsche Telekom Digital Labs,3.6,(192),Software Product | Gurgaon / Gurugram +5 other locations,1.7k,36,7,11
CIGNEX,3.8,(188),IT Services & Consulting | Bangalore / Bengaluru +11 other locations,1.2k,10,34,21
Bhansali Engineering Polymers,3.4,(188),Petrochemicals | Abu Road +13 other locations,735,16,2,11
Hoonartek,3.5,(188),IT Services & Consulting | Pune +7 other locations,1.5k,16,17,14
Comcast India Engineering Center,3.8,(188),Software Product | Chennai +3 other locations,2.1k,57,20,15
Bajel Projects,4.2,(189),Engineering & Construction | Mumbai +43 other locations,545,19,6,--
Oasis Infobyte,4.1,(188),Pune +26 other locations,138,20,--,--
Citylife Retail,3.9,(187),Retail | Kolkata +47 other locations,362,7,--,17
Tecumseh Products,3.4,(187),Industrial Machinery | Faridabad +8 other locations,821,10,--,8
Hi-Tech,3.6,(187),Education & Training | New Delhi +57 other locations,1.2k,22,3,14
Roots Multiclean,4.0,(187),Industrial Machinery | Coimbatore +27 other locations,984,17,3,16
R-Logic Technology Services,4.1,(187),IT Services & Consulting | Bangalore / Bengaluru +8 other locations,560,12,--,24
Jagran New Media,3.4,(187),Internet | Noida +8 other locations,617,6,1,11
Psychotropics India,3.9,(187),Pharma | Haridwar +17 other locations,638,3,3,12
Fiat Chrysler Automobiles,3.7,(187),Automobile | Chennai +12 other locations,1.1k,8,2,26
CDM Smith,3.6,(187),Engineering & Construction | Bangalore / Bengaluru +27 other locations,771,13,9,14
NIMS University,2.8,(187),Education & Training | Jaipur +14 other locations,684,14,1,10
Svasti Microfinance,4.1,(187),Financial Services | Mumbai +59 other locations,491,6,5,5
Jabsons Foods,4.1,(187),Food Processing | Bharuch +32 other locations,423,31,5,7
Expeditors International,3.8,(187),Logistics | Chennai +22 other locations,1.2k,13,--,10
EarlySalary Services,3.6,(194),FinTech | Pune +12 other locations,1.2k,15,29,13
Revolt Motors,3.3,(187),Internet | Gurgaon / Gurugram +22 other locations,710,25,23,3
Kiran Foreign Trade,2.9,(187),Software Product | Mohali +10 other locations,875,25,1,21
Liebherr Appliances India,4.0,(187),Industrial Machinery | Aurangabad +32 other locations,844,11,43,14
NIMS University,2.8,(187),Education & Training | Jaipur +14 other locations,684,14,1,10
Jabsons Foods,4.1,(187),Food Processing | Bharuch +32 other locations,423,31,5,7
Shipco It,3.6,(187),IT Services & Consulting | Pune +4 other locations,455,13,1,1
Expeditors International,3.8,(187),Logistics | Chennai +22 other locations,1.2k,13,--,10
Svasti Microfinance,4.1,(187),Financial Services | Mumbai +59 other locations,491,6,5,5
Emiza Supply Chain Services Private Limited,3.5,(187),Logistics | Mumbai +19 other locations,687,10,--,11
Stats Perform,3.5,(187),Sports & Recreation | Chennai +4 other locations,940,21,21,1
S.R.Batliboi & Co.,3.0,(189),Accounting & Auditing | New Delhi +15 other locations,1k,14,--,11
The Chennai Silks,3.5,(188),Fashion & Textile | Coimbatore +21 other locations,787,9,1,11
Ican BPO,4.4,(186),BPO | Thane +3 other locations,237,3,--,15
Tm Automotive Seating Systems,3.5,(186),Auto Components | Pune +13 other locations,818,9,--,2
Toto India Industries,3.8,(186),Building Material | Vadodara +15 other locations,634,8,--,17
Advantage One Tax Consulting,4.0,(186),Financial Services | Hyderabad / Secunderabad +5 other locations,519,11,--,17
Government of Bihar,3.4,(186),Government | Patna +33 other locations,526,2,--,12
Ajmera Realty & Infra India,4.5,(186),Real Estate | Mumbai +6 other locations,549,3,23,6
Hurix Digital,3.2,(186),Mumbai +6 other locations,1.1k,16,--,7
BookMyShow,3.7,(186),Internet | Mumbai +13 other locations,1.2k,27,1,19
Nipro India Corporation,3.3,(186),Healthcare | Pune +16 other locations,925,18,3,11
Rajapushpa Properties,3.9,(186),Real Estate | Hyderabad / Secunderabad +5 other locations,847,17,10,12
CETPA InfoTech,3.7,(186),IT Services & Consulting | Noida +10 other locations,753,14,1,27
Hurix Digital,3.2,(186),Mumbai +6 other locations,1.1k,16,--,7
Walstar Technologies,4.1,(186),IT Services & Consulting | Kolhapur +3 other locations,417,27,6,9
Ester Industries,3.9,(186),Petrochemicals | Khatima +11 other locations,783,10,2,20
Zuari Agro Chemicals,3.9,(186),Agro Chemicals | Vasco Da Gama +55 other locations,639,7,--,21
Azure Hospitality,4.1,(186),Hospitality | New Delhi +13 other locations,562,11,--,32
Iron Systems,3.3,(186),Hardware & Networking | Noida +11 other locations,907,21,35,3
International Travel House,4.0,(186),Hospitality | New Delhi +20 other locations,647,5,--,20
Infojini,3.1,(186),IT Services & Consulting | Mumbai +11 other locations,646,15,12,26
N.K. Realtors,4.2,(186),Real Estate | Kolkata +6 other locations,471,24,12,16
Monnet Group,4.5,(187),Metals & Mining | Raigarh +18 other locations,442,12,--,18
The Souled Store,3.2,(186),Fashion & Textile | Mumbai +18 other locations,624,13,2,6
DesignCafe,3.3,(186),Architecture & Interior Design | Bangalore / Bengaluru +9 other locations,1.2k,12,32,11
Vensure Employer Services,3.9,(187),Recruitment | Noida +4 other locations,225,44,27,1
Param Renewable Energy,3.9,(189),Power | Bangalore / Bengaluru +38 other locations,529,18,--,14
LS Automotive India,3.5,(186),Auto Components | Chennai +5 other locations,953,7,3,17
Oswal Castings,3.6,(186),Metals & Mining | Faridabad +9 other locations,688,11,--,12
FedServ,3.6,(186),Banking | Visakhapatnam +22 other locations,966,17,4,3
Clean Science And Technology,3.6,(186),Chemicals | Pune +5 other locations,969,10,5,10
In2IT Technologies,3.4,(186),IT Services & Consulting | Noida +15 other locations,1.1k,17,1,15
Ginni Filaments,4.0,(186),Fashion & Textile | Noida +15 other locations,735,5,--,12
House of Hiranandani,4.7,(199),Real Estate | Mumbai +11 other locations,539,20,29,10
Connectwell Industries,3.7,(186),Electronics Manufacturing | Mumbai +13 other locations,991,12,19,11
i-Source Infosystems,3.6,(186),IT Services & Consulting | Pune +17 other locations,769,9,--,5
Linux Laboratories,3.6,(186),Pharma | Chennai +34 other locations,467,16,8,9
Nandi Toyota,3.7,(185),Automobile | Bangalore / Bengaluru +6 other locations,523,16,--,19
Celio Future Fashion,4.5,(186),Retail | Mumbai +46 other locations,411,5,--,16
Massive Restaurants,3.8,(185),Hospitality | New Delhi +18 other locations,633,3,--,18
Sunera Technologies,3.5,(185),IT Services & Consulting | Hyderabad / Secunderabad +5 other locations,1.7k,25,--,17
Zydus Pharma,3.7,(185),Pharma | Ahmedabad +40 other locations,670,13,--,8
Li & Fung,3.9,(185),Electrical Equipment | Gurgaon / Gurugram +12 other locations,708,6,7,30
JK Agri Genetics,3.5,(185),Biotechnology | Hyderabad / Secunderabad +51 other locations,418,7,1,17
Navigators Software,4.1,(186),IT Services & Consulting | Kolkata +3 other locations,620,19,19,4
ARC Document Solutions,2.7,(185),Printing & Publishing | Kolkata +4 other locations,793,18,2,14
HEUBACH Colour,3.9,(185),Chemicals | Ankleshwar +14 other locations,913,11,--,19
PS Group,3.6,(185),Real Estate | Kolkata +9 other locations,699,19,1,14
World Health Organization,3.9,(185),Government | New Delhi +84 other locations,332,16,--,14
Apps Associates,3.9,(185),IT Services & Consulting | Hyderabad / Secunderabad +6 other locations,1.4k,12,16,18
Btl Epc,3.2,(185),Industrial Machinery | Kolkata +20 other locations,731,14,--,13
ASK-EHS Engineering & Consultants,3.5,(185),Engineering & Construction | Surat +31 other locations,624,12,8,15
Hubergroup,3.9,(186),Chemicals | Vapi +13 other locations,825,7,--,13
Monocept,3.3,(185),Software Product | Hyderabad / Secunderabad +5 other locations,1.2k,25,3,10
Fortune Marketing,3.7,(185),Hardware & Networking | New Delhi +30 other locations,833,12,--,8
Ruby General Hospital,3.2,(185),Healthcare | Kolkata +6 other locations,672,9,9,7
Illusion Dental Laboratory,3.3,(185),Medical Equipment | Mumbai +27 other locations,552,16,8,6
Excel Industries,3.9,(185),Agro Chemicals | Mumbai +24 other locations,908,15,--,11
Oxyzo Financial Services,3.3,(185),Financial Services | Gurgaon / Gurugram +26 other locations,1k,11,1,4
Royal Cyber,3.3,(185),IT Services & Consulting | Bangalore / Bengaluru +9 other locations,1.3k,14,37,4
India Post Payments Bank,4.2,(189),Government | New Delhi +85 other locations,616,9,--,7
Sterling and Wilson Renewable Energy,4.2,(185),Power | New Delhi +30 other locations,733,7,6,1
Ami Polymer,3.6,(184),Medical Equipment | Silvassa / Dadra & Nagar Haveli +13 other locations,683,14,20,12
Alp Nishikawa,4.1,(185),Auto Components | Gurgaon / Gurugram +11 other locations,770,7,4,17
Tata Asset Management Private Limited,3.8,(185),Financial Services | Mumbai +50 other locations,915,12,11,13
Rimini Street,4.0,(185),IT Services & Consulting | Hyderabad / Secunderabad +2 other locations,891,8,13,15
Teleminds Infotech,2.7,(185),BPO | Kolkata +2 other locations,649,12,--,19
Kifs Housing Finance,3.6,(185),Financial Services | Mumbai +69 other locations,516,9,--,7
Celon Laboratories,3.3,(185),Pharma | Hyderabad / Secunderabad +24 other locations,791,9,7,13
Rexel,3.6,(185),Industrial Automation | Pune +25 other locations,908,13,1,17
Enrich Hair And Skin Solutions,3.6,(184),Beauty & Personal Care | Mumbai +11 other locations,666,7,--,16
Cloudstrats Technologies,3.1,(184),IT Services & Consulting | Mumbai +12 other locations,359,17,3,11
L&T Infrastructure Development Projects,3.9,(184),Engineering & Construction | Chennai +40 other locations,1.1k,10,--,11
Aditya Anagha Multi State Credit Co-Operative Society,4.7,(184),Banking | Nagpur +29 other locations,104,5,--,2
SmartWorld Developers,4.2,(184),Real Estate | Gurgaon / Gurugram +3 other locations,804,16,1,3
E2logy Software Solutions,4.2,(184),IT Services & Consulting | Noida +2 other locations,214,11,12,93
Philip Morris International,4.3,(184),FMCG | New Delhi +42 other locations,676,14,--,17
DB Engineering & Consulting,4.2,(184),Engineering & Construction | Bangalore / Bengaluru +12 other locations,778,8,1,14
Mentorsity,4.4,(184),EdTech | New Delhi +11 other locations,56,12,--,29
Lumiq,3.3,(184),IT Services & Consulting | Noida +4 other locations,790,14,4,14
Eurofins Scientific,3.2,(184),Biotechnology | Bangalore / Bengaluru +20 other locations,1.4k,14,185,2
Gangar Eyenation,3.7,(184),Retail | Mumbai +22 other locations,518,11,18,17
Techmagnate,4.2,(184),Marketing & Advertising | New Delhi +5 other locations,735,17,27,18
Acma Computers,3.2,(184),IT Services & Consulting | Mumbai +18 other locations,811,21,6,10
PEARCE SERVICES,3.2,(185),Telecom | Mohali +11 other locations,950,19,7,1
Edunext Technologies,3.4,(185),EdTech | Noida +12 other locations,563,16,--,12
Object Technology Solutions,3.8,(184),IT Services & Consulting | Hyderabad / Secunderabad +11 other locations,1.2k,7,10,6
Primus Techsystems,3.3,(184),IT Services & Consulting | Pune +10 other locations,1.1k,10,2,11
House Of Diagnostics,4.2,(184),Healthcare | New Delhi +4 other locations,692,12,18,25
Object Technology Solutions,3.8,(184),IT Services & Consulting | Hyderabad / Secunderabad +11 other locations,1.2k,7,10,6
Profinch Solutions,3.5,(184),FinTech | Bangalore / Bengaluru +6 other locations,1.3k,21,21,9
Lumiq,3.3,(184),IT Services & Consulting | Noida +4 other locations,790,14,4,14
Gangar Eyenation,3.7,(184),Retail | Mumbai +22 other locations,518,11,18,17
Kumaran Systems,3.4,(184),IT Services & Consulting | Chennai +5 other locations,1.5k,26,13,8
Heavy Engineering Corporation,3.6,(184),Engineering & Construction | Ranchi +9 other locations,747,11,--,22
Acma Computers,3.2,(184),IT Services & Consulting | Mumbai +18 other locations,811,21,6,10
Kumar Organic Products,3.6,(184),Chemicals | Bangalore / Bengaluru +16 other locations,847,15,4,14
Eagle Infra,4.1,(185),Engineering & Construction | Mumbai +46 other locations,855,12,--,20
NTC Logistics India,4.0,(184),Logistics | Chennai +23 other locations,910,16,--,16
Cheema Boilers,4.3,(184),Industrial Machinery | Mohali +13 other locations,758,11,4,13
Gulf Asia Contracting,3.3,(184),Engineering & Construction | Chennai +21 other locations,591,11,--,5
AlmaBetter,3.9,(183),Bangalore / Bengaluru +11 other locations,724,24,4,1
ICE Data Services,3.2,(184),Financial Services | Hyderabad / Secunderabad +5 other locations,1.3k,28,7,11
Mantra Softech,3.9,(184),IT Services & Consulting | Ahmedabad +23 other locations,1.1k,15,20,11
Mukand Sumi Special Steel,3.8,(184),Iron & Steel | Hosapete +9 other locations,645,14,--,8
CPC Diagnostics,3.8,(183),Medical Equipment | Chennai +28 other locations,600,11,1,13
Ring Plus Aqua,4.2,(183),Auto Components | Nashik +7 other locations,695,14,--,10
Sistema Shyam Teleservices,4.9,(183),Telecom | Gurgaon / Gurugram +43 other locations,241,--,--,31
Incrementors Web Solutions,3.9,(183),Financial Services | New Delhi +3 other locations,186,25,--,48
Biesse Manufacturing,3.6,(183),Architecture & Interior Design | Bangalore / Bengaluru +8 other locations,921,16,1,17
Txd (india) Technology,4.2,(183),Electronics Manufacturing | Rewari +12 other locations,780,16,--,12
Hogarth Worldwide,3.4,(183),Marketing & Advertising | Chennai +7 other locations,1.6k,21,2,5
Value Rcm Solutions,4.2,(183),Analytics & KPO | Kolkata +1 other locations,350,33,1,11
KerryIndev Logistics,3.8,(183),Logistics | Chennai +31 other locations,1k,4,--,7
Prione Business Services,4.4,(183),Retail | Bangalore / Bengaluru +25 other locations,830,6,--,48
NRP Projects,4.2,(183),Engineering & Construction | Chennai +28 other locations,683,7,1,13
Competition Team Technology,3.5,(183),Electronics Manufacturing | Chennai +4 other locations,1k,10,--,8
Eglo India,3.4,(183),Architecture & Interior Design | Bawal +9 other locations,771,17,--,17
Fermenta Biotech,4.3,(183),Biotechnology | Bharuch +13 other locations,1k,17,--,19
Emirates NBD,3.0,(183),Banking | Bangalore / Bengaluru +13 other locations,1k,10,--,21
INFRES METHODEX,3.1,(183),Industrial Automation | New Delhi +40 other locations,567,6,--,8
Stumpp Schuele & Somappa Springs,3.5,(183),Industrial Machinery | Bangalore / Bengaluru +8 other locations,691,10,--,16
Hindustan Media Ventures,3.8,(183),Printing & Publishing | Patna +31 other locations,587,5,--,11
A2Z Infraservices,4.0,(183),Facility Management Services | New Delhi +22 other locations,457,9,6,18
C.G. Marketing,4.0,(184),Marketing & Advertising | Pune +20 other locations,523,3,5,21
Dew Solutions,3.6,(183),IT Services & Consulting | Gurgaon / Gurugram +11 other locations,1.2k,23,--,22
PC Financial Services,3.9,(183),Financial Services | Gurgaon / Gurugram +4 other locations,513,11,1,34
Destek Infosolutions,3.5,(183),IT Services & Consulting | Pune +4 other locations,204,10,--,46
Mitsubishi Power India,4.4,(183),Industrial Machinery | Bangalore / Bengaluru +15 other locations,810,14,--,15
CivilMantra Infracon Private Limited,4.0,(183),Engineering & Construction | Gurgaon / Gurugram +4 other locations,198,14,--,11
Hindustan Media Ventures,3.8,(183),Printing & Publishing | Patna +31 other locations,587,5,--,11
Stumpp Schuele & Somappa Springs,3.5,(183),Industrial Machinery | Bangalore / Bengaluru +8 other locations,691,10,--,16
CoLive,3.9,(183),Real Estate | Bangalore / Bengaluru +9 other locations,645,44,2,3
A2Z Infraservices,4.0,(183),Facility Management Services | New Delhi +22 other locations,457,9,6,18
NexTurn,3.9,(183),IT Services & Consulting | Hyderabad / Secunderabad +2 other locations,286,36,11,6
Simpa Energy,4.6,(183),Power | Noida +32 other locations,338,1,--,25
APOLLO POWER SYSTEMS,3.9,(183),Electrical Equipment | Bangalore / Bengaluru +9 other locations,573,15,1,13
Accutest Research Laboratories,3.2,(183),Clinical Research | Mumbai +7 other locations,772,7,2,15
Feedback Energy Distribution Company,3.5,(182),Power | Bhubaneswar +33 other locations,568,7,--,18
Soch Apparels,4.4,(182),Fashion & Textile | Bangalore / Bengaluru +40 other locations,657,9,--,16
Childline India Foundation,4.3,(182),Non-Profit | Mumbai +66 other locations,401,8,--,27
Flowmore,3.5,(182),Industrial Machinery | Ghaziabad +17 other locations,791,17,--,15
Dmi Housing Finance,4.0,(183),Financial Services | New Delhi +37 other locations,556,8,--,10
SILA Group (India),3.6,(182),Internet | Mumbai +20 other locations,637,7,--,1
Maksat Technologies,3.3,(182),Telecom | New Delhi +36 other locations,626,10,--,18
Nyx-medical Solutions,3.2,(182),Analytics & KPO | Bangalore / Bengaluru +7 other locations,694,14,--,4
Jeena & Company,3.5,(183),Logistics | Mumbai +24 other locations,613,10,7,19
Krystal Integrated Services Limited,4.1,(182),Facility Management Services | Mumbai +24 other locations,698,7,6,10
Vegrow,3.8,(182),Internet | Bangalore / Bengaluru +25 other locations,840,17,6,9
"MIDLAND CREDIT MANAGEMENT, INC.",3.7,(182),Financial Services | Gurgaon / Gurugram +5 other locations,818,11,3,26
Samsung Semiconductor,3.1,(182),Semiconductors | Bangalore / Bengaluru +7 other locations,1.4k,22,--,9
Qatar Petroleum,4.3,(182),Oil & Gas | Doha +12 other locations,380,14,--,28
AB Mauri India,3.9,(183),Food Processing | Bangalore / Bengaluru +31 other locations,726,9,1,9
Vegrow,3.8,(182),Internet | Bangalore / Bengaluru +25 other locations,840,17,6,9
Jeena & Company,3.5,(183),Logistics | Mumbai +24 other locations,613,10,7,19
Ubique Systems,3.8,(182),Recruitment | Kolkata +11 other locations,668,27,4,6
Krystal Integrated Services Limited,4.1,(182),Facility Management Services | Mumbai +24 other locations,698,7,6,10
Source One Management Services,3.6,(182),IT Services & Consulting | Bangalore / Bengaluru +11 other locations,758,22,--,11
Private Practice,4.5,(182),New Delhi +74 other locations,3.1k,13,--,9
Open Financial Technologies Private Limited,3.1,(182),FinTech | Bangalore / Bengaluru +12 other locations,1.1k,27,19,1
Maschio Gaspardo,3.8,(182),Industrial Machinery | Pune +27 other locations,725,13,1,26
Toyo INK,4.2,(182),Chemicals | Greater Noida +14 other locations,849,11,--,18
MKU,3.0,(182),Defence & Aerospace | Kanpur +10 other locations,696,7,16,18
Danblock Brakes,4.0,(182),Industrial Machinery | Sonipat +8 other locations,681,10,--,16
C-quel Management Services,4.3,(181),Accounting & Auditing | Kolkata +14 other locations,206,13,--,79
SEG Automotive,4.0,(181),Auto Components | Bangalore / Bengaluru +7 other locations,1.1k,11,3,14
Laminaar Aviation Infotech,2.6,(181),IT Services & Consulting | Bangalore / Bengaluru +5 other locations,1.1k,17,--,14
"L&T Construction, Mining and Industrial Machinery",4.1,(181),Industrial Machinery | Bangalore / Bengaluru +39 other locations,364,8,--,91
Four Seasons Hotel,3.8,(181),Hospitality | Mumbai +20 other locations,575,7,24,38
SEG Automotive,4.0,(181),Auto Components | Bangalore / Bengaluru +7 other locations,1.1k,11,3,14
Apollo Spectra Hospitals,4.4,(181),Healthcare | New Delhi +20 other locations,470,15,--,15
Aarav Global Products & Services Private Limited,2.4,(181),IT Services & Consulting | Mumbai +8 other locations,700,12,3,26
Meritto,3.4,(181),Internet | Gurgaon / Gurugram +11 other locations,1k,25,13,19
CENTRUM HOUSING FINANCE,3.9,(182),Financial Services | Mumbai +65 other locations,473,4,4,4
Virinchi Technologies,3.2,(181),IT Services & Consulting | Hyderabad / Secunderabad +5 other locations,1.1k,19,4,8
Futurism Technologies,3.7,(181),IT Services & Consulting | Pune +3 other locations,1.1k,37,27,4
Apollo Telehealth Services,4.0,(181),Healthcare | Hyderabad / Secunderabad +39 other locations,618,11,215,23
Birla Cellulose,3.5,(181),Pulp & Paper | Bharuch +15 other locations,733,12,--,17
HLE Glascoat,3.2,(181),Industrial Machinery | Anand +10 other locations,761,7,--,13
SrinSoft Technologies,3.4,(181),IT Services & Consulting | Chennai +5 other locations,1.1k,17,17,15
Volante Technologies,3.4,(181),FinTech | Chennai +5 other locations,1.5k,18,2,17
WNS Denali,3.5,(181),Pune +10 other locations,776,26,--,6
Ess Kay Group,3.6,(181),Industrial Machinery | Greater Noida +15 other locations,599,13,10,5
Innover Digital,3.9,(186),IT Services & Consulting | Kolkata +7 other locations,718,20,14,9
NMTronics India Private Limited,3.2,(181),Electronics Manufacturing | Noida +10 other locations,449,31,9,11
Three D Integrated Solutions Ltd,2.9,(181),Aviation | Gurgaon / Gurugram +27 other locations,609,12,21,16
Sims Hospital,3.9,(181),Healthcare | Chennai +17 other locations,822,20,--,12
