name,ratings,reviews,type_locations,salaries,interviews,jobs,benefits
Applied Cloud Computing,2.5,(111),IT Services & Consulting | Mumbai +8 other locations,738,17,5,2
NASSCOM,3.6,(111),IT Services & Consulting | New Delhi +23 other locations,628,9,11,11
Voltamp Transformers,3.9,(111),Electrical Equipment | Vadodara +15 other locations,639,12,6,7
Beetel Teletech,3.8,(111),Telecom | Gurgaon / Gurugram +19 other locations,469,5,--,10
City Hospital,4.0,(111),Healthcare | Nagpur +37 other locations,452,3,3,8
Abk Imports,4.1,(111),Import & Export | Pune +6 other locations,370,8,--,4
21K School,3.6,(111),EdTech | Bangalore / Bengaluru +9 other locations,246,9,4,4
Madhu Silica,4.0,(111),Metals & Mining | Bhavnagar +3 other locations,561,6,--,8
Bharat Intern,3.8,(111),Hyderabad / Secunderabad +22 other locations,69,12,--,--
VST Motors,3.8,(111),Automobile | Chennai +17 other locations,459,6,3,5
Nalanda Learning Systems,2.2,(111),Education & Training | Kolkata +8 other locations,255,10,--,28
Gandhar Oil Refinery India,3.5,(110),Oil & Gas | Mumbai +23 other locations,470,8,1,5
TEJRAJ PROMOTERS & BUILDERS,4.4,(112),Real Estate | Pune +1 other locations,98,31,42,1
Paloma Turning,4.0,(111),Bangalore / Bengaluru +6 other locations,375,4,--,4
Shri Venkateshwara University,3.5,(111),Education & Training | New Delhi +18 other locations,443,7,57,7
Jeeva Organic,3.6,(111),Pharma | Bhubaneswar +6 other locations,276,15,6,7
Relevel,2.9,(111),Bangalore / Bengaluru +8 other locations,492,15,--,6
Hidoc Dr,4.8,(108),Internet | Pune +2 other locations,92,30,3,1
Beetel Teletech,3.8,(111),Telecom | Gurgaon / Gurugram +19 other locations,469,5,--,10
Shri Venkateshwara University,3.5,(111),Education & Training | New Delhi +18 other locations,443,7,57,7
Adaequare,3.8,(111),IT Services & Consulting | Hyderabad / Secunderabad +3 other locations,764,9,4,30
NASSCOM,3.6,(111),IT Services & Consulting | New Delhi +23 other locations,628,9,11,11
Gandhar Oil Refinery India,3.5,(110),Oil & Gas | Mumbai +23 other locations,470,8,1,5
Raja Software Labs,3.3,(111),IT Services & Consulting | Pune +1 other locations,648,44,18,9
Outscale Partners,2.3,(113),Gurgaon / Gurugram +4 other locations,282,17,32,1
ERGOS,3.2,(111),Internet | Bangalore / Bengaluru +20 other locations,475,4,5,4
Jeeva Organic,3.6,(111),Pharma | Bhubaneswar +6 other locations,276,15,6,7
Paloma Turning,4.0,(111),Bangalore / Bengaluru +6 other locations,375,4,--,4
RETAIL HUB SOLUTIONS,4.2,(111),Retail | Mumbai +37 other locations,232,6,--,8
Relevel,2.9,(111),Bangalore / Bengaluru +8 other locations,492,15,--,6
Globsyn Business School,4.4,(111),Education & Training | Kolkata +1 other locations,227,10,--,2
Hidoc Dr,4.8,(108),Internet | Pune +2 other locations,92,30,3,1
Thyssenkrupp Industries and Services,4.2,(111),Pune +25 other locations,431,4,3,2
JK Organisation,4.0,(111),Auto Components | New Delhi +30 other locations,572,7,--,2
Bop Realty,4.7,(111),Noida +8 other locations,281,8,5,3
LA Technologies,4.0,(111),IT Services & Consulting | Mumbai +9 other locations,330,24,6,21
Glass Wall Systems,4.2,(111),Engineering & Construction | Mumbai +9 other locations,454,15,--,5
Senrysa Technologies,4.7,(111),IT Services & Consulting | Kolkata +10 other locations,307,10,--,15
Aashman Foundation,3.7,(110),New Delhi +16 other locations,148,30,--,6
Engineering Projects,3.7,(110),Engineering & Construction | New Delhi +27 other locations,546,8,--,8
Indus Health Plus,3.1,(110),Fitness & Wellness | Pune +17 other locations,442,4,7,17
MunchhOnn,3.3,(110),Hajipur +13 other locations,210,13,--,4
Unimark Remedies,3.0,(110),Pharma | Vapi +11 other locations,329,4,--,13
RED CHIEF,4.0,(111),Retail | Kanpur +40 other locations,299,6,--,14
Gp Petroleums,3.3,(110),Oil & Gas | Mumbai +23 other locations,374,8,--,10
Affordplan,3.6,(110),FinTech | New Delhi +15 other locations,459,11,2,9
Intercraft Trading,4.4,(110),Beauty & Personal Care | Mumbai +21 other locations,271,3,--,13
Meru Accounting,3.7,(110),Ahmedabad +3 other locations,192,14,--,1
Veremax Technologie Services,3.4,(110),IT Services & Consulting | Chennai +23 other locations,420,3,--,4
Huber Suhner Electronics,3.9,(110),Electrical Equipment | Gurgaon / Gurugram +6 other locations,510,8,--,11
SmartConnect Technologies,2.8,(110),IT Services & Consulting | Mumbai +10 other locations,693,6,1,8
Alpha Net Consulting,4.4,(111),IT Services & Consulting | Mohali +3 other locations,236,5,10,4
Visen Industries,3.6,(110),Chemicals | Mumbai +12 other locations,485,3,4,10
Municipal Council,4.2,(110),New Delhi +64 other locations,422,2,--,3
Exl Technosolutions,3.9,(110),New Delhi +9 other locations,870,6,--,3
Mobily Infotech,3.6,(110),Telecom | Bangalore / Bengaluru +4 other locations,811,7,1,10
Supertron Electronics,4.4,(110),IT Services & Consulting | Kolkata +24 other locations,370,2,1,7
Y Equipment Services Pvt Ltd,3.8,(110),Building Material | Greater Noida +22 other locations,596,18,--,6
Huber Suhner Electronics,3.9,(110),Electrical Equipment | Gurgaon / Gurugram +6 other locations,510,8,--,11
Vaibhav Plasto Printing & Packaging,4.1,(110),Nagpur +1 other locations,405,13,1,4
India Ratings & Research,3.5,(110),Financial Services | Mumbai +12 other locations,602,12,--,10
Spack Automotives,3.3,(110),Greater Noida +11 other locations,465,14,--,7
Classic Legends,2.9,(111),Pune +19 other locations,341,7,--,2
TELUS Health,4.1,(110),Recruitment | Gurgaon / Gurugram +4 other locations,626,18,2,14
Tatsuno India,3.1,(110),Oil & Gas | Navi Mumbai +18 other locations,429,6,2,9
Visen Industries,3.6,(110),Chemicals | Mumbai +12 other locations,485,3,4,10
Mobily Infotech,3.6,(110),Telecom | Bangalore / Bengaluru +4 other locations,811,7,1,10
Exl Technosolutions,3.9,(110),New Delhi +9 other locations,870,6,--,3
SmartConnect Technologies,2.8,(110),IT Services & Consulting | Mumbai +10 other locations,693,6,1,8
Gimatex Industries,3.3,(110),Fashion & Textile | Nagpur +10 other locations,516,5,1,4
Gmoney Pvt. Ltd.,3.5,(110),Internet | Mumbai +21 other locations,353,5,--,5
NGL Fine Chem,3.9,(110),Pharma | Mumbai +5 other locations,574,9,19,4
Sarens Heavy Lift India,3.8,(110),Industrial Machinery | New Delhi +12 other locations,467,2,--,7
CoinSwitch,2.8,(110),Financial Services | Bangalore / Bengaluru +3 other locations,789,16,12,7
Jekson Vision,4.1,(110),IT Services & Consulting | Ahmedabad +6 other locations,768,10,3,10
Avians Innovations Technology,3.7,(110),Building Material | Pune +11 other locations,534,10,10,7
Modern Construction Company,3.1,(110),Engineering & Construction | New Delhi +23 other locations,412,2,--,9
Neural IT,3.0,(110),Financial Services | Mumbai +2 other locations,527,19,23,5
Microgen Hygiene,3.5,(110),Healthcare | Mumbai +17 other locations,300,13,3,10
Blue Consulting,3.8,(110),Accounting & Auditing | Noida +8 other locations,333,9,14,10
Galaxy Toyota,3.6,(110),Automobile | New Delhi +2 other locations,420,4,--,6
CDYMAX,3.4,(117),Pharma | Bangalore / Bengaluru +4 other locations,572,7,2,3
Valued Epistemics,2.6,(110),EdTech | Chennai +5 other locations,236,15,1,15
Instant Procurement Services,3.4,(110),Pune +19 other locations,422,14,--,--
Mohan Impex,4.1,(110),Kolkata +11 other locations,228,13,--,6
IBN Technologies,3.6,(110),Financial Services | Pune +4 other locations,575,8,27,6
22Nd Century Technologies,4.9,(110),IT Services & Consulting | Chandigarh +3 other locations,42,--,--,1
Extinct Fire Engineers,3.9,(110),Industrial Machinery | Mumbai +13 other locations,309,2,1,10
Tag Corporation,3.4,(110),Industrial Machinery | Chennai +3 other locations,644,10,--,10
L&T SuFin,3.4,(110),Internet | Mumbai +36 other locations,312,15,--,7
Jamia Millia Islamia,4.5,(110),Education & Training | New Delhi +6 other locations,369,2,--,15
The New Indian Express,4.0,(110),Printing & Publishing | Chennai +24 other locations,524,4,--,9
Avantel,3.9,(110),Hardware & Networking | Visakhapatnam +5 other locations,559,14,14,8
Room to Read,3.8,(110),Non-Profit | New Delhi +25 other locations,285,13,18,11
Furnace Fabrica India,3.5,(110),Engineering & Construction | Mumbai +11 other locations,597,5,--,12
Emirates Global Aluminium,4.0,(110),Metals & Mining | Dubai +6 other locations,278,8,--,10
Stallion Laboratories,3.2,(110),Pharma | Ahmedabad +6 other locations,623,5,--,7
Information Dynamics,3.7,(110),IT Services & Consulting | Chennai +6 other locations,1.1k,7,--,7
Mohan Impex,4.1,(110),Kolkata +11 other locations,228,13,--,6
Mojj Engineering Systems,3.7,(110),Financial Services | Pune +5 other locations,462,6,--,6
East West Seeds,4.4,(110),FMCG | Aurangabad +24 other locations,392,9,--,10
Prodocs Solutions,3.5,(110),Mumbai +3 other locations,279,13,9,--
Anyone Home,4.1,(110),Internet | Pune +22 other locations,597,33,--,12
Instant Procurement Services,3.4,(110),Pune +19 other locations,422,14,--,--
Emirates Global Aluminium,4.0,(110),Metals & Mining | Dubai +6 other locations,278,8,--,10
Galaxy Toyota,3.6,(110),Automobile | New Delhi +2 other locations,420,4,--,6
CDYMAX,3.4,(117),Pharma | Bangalore / Bengaluru +4 other locations,572,7,2,3
Valued Epistemics,2.6,(110),EdTech | Chennai +5 other locations,236,15,1,15
Core Energy Systems Limited,3.8,(111),Defence & Aerospace | Mumbai +19 other locations,469,12,--,1
Knowcraft Analytics,3.0,(110),Financial Services | Ahmedabad +7 other locations,628,14,5,6
Nipro Medical,4.2,(110),Healthcare | Pune +33 other locations,433,6,--,6
Saleswallah,4.8,(110),Education & Training | Gurgaon / Gurugram +1 other locations,71,12,--,1
NextGen Invent,3.6,(110),IT Services & Consulting | Noida +5 other locations,339,5,18,3
Yellow Banana Food Company,3.3,(110),Hospitality | Mumbai +5 other locations,421,7,--,13
Swami Vivekanand Subharti University,3.7,(110),Education & Training | Meerut +6 other locations,285,2,21,11
BBD University,3.5,(110),Financial Services | Lucknow +3 other locations,283,11,10,2
Sureworks Infotech Pvt. Ltd.,4.3,(110),IT Services & Consulting | Bangalore / Bengaluru +17 other locations,471,22,1,8
Sciative Solutions,4.1,(110),Software Product | Navi Mumbai +3 other locations,257,33,68,14
Lyka Labs,3.6,(110),Pharma | Ankleshwar +16 other locations,484,8,1,5
PressureJet Systems,3.5,(110),Industrial Machinery | Ahmedabad +6 other locations,270,11,1,28
Tara Consultancy Services,2.9,(110),Hyderabad / Secunderabad +12 other locations,166,12,--,--
Infotree Global Solutions,3.7,(110),Recruitment | Jammu +9 other locations,375,8,--,6
PACL India,2.6,(109),Real Estate | New Delhi +47 other locations,192,1,--,8
Tata Docomo,4.2,(109),Telecom | Hyderabad / Secunderabad +54 other locations,254,7,--,6
Lomos Archilabs,3.8,(109),EdTech | Bangalore / Bengaluru +6 other locations,96,6,--,48
Princeware,3.2,(109),Petrochemicals | Mumbai +21 other locations,493,3,--,6
SHREE AMBA INDUSTRIES,4.0,(109),Auto Components | Roorkee +14 other locations,404,4,--,11
IT Convergence,3.1,(109),IT Services & Consulting | Hyderabad / Secunderabad +2 other locations,842,10,--,8
Mindspace Outsourcing Services,3.5,(109),Jaipur +1 other locations,263,5,11,14
Country Club Hospitality & Holidays,4.2,(109),Hospitality | Hyderabad / Secunderabad +20 other locations,330,1,2,9
Mindseed,4.2,(109),Education & Training | Mumbai +11 other locations,233,8,8,20
Manya Education,3.3,(109),Education & Training | New Delhi +13 other locations,386,6,--,9
M.B.A Consulting India,3.6,(110),Financial Services | Noida +10 other locations,386,6,1,8
Blue Dart Aviation,3.7,(109),Aviation | Chennai +18 other locations,290,4,--,20
Imdaad,4.5,(109),Facility Management Services | Dubai +9 other locations,168,7,--,14
Nava Bharath Fertilizers,3.5,(109),Agro Chemicals | Hyderabad / Secunderabad +38 other locations,215,6,8,18
Seagate,3.3,(109),Hardware & Networking | Pune +5 other locations,699,19,--,10
Coslight India Telecom,4.2,(109),Telecom | Gurgaon / Gurugram +27 other locations,410,5,--,13
Oswal Industries,3.5,(109),Financial Services | Ahmedabad +8 other locations,446,4,--,8
Rtech Group,3.5,(109),Real Estate | Jaipur +11 other locations,442,3,3,14
Amrapali Group,3.2,(109),Real Estate | Noida +14 other locations,276,1,--,15
Clarks Inn Group of Hotels,3.5,(109),Hospitality | New Delhi +36 other locations,335,5,--,20
Diagno Labs,4.2,(109),Healthcare | Gurgaon / Gurugram +27 other locations,311,2,--,12
Agrim Housing Finance,4.2,(109),Financial Services | Mumbai +16 other locations,211,8,--,1
Synoptics Technologies,3.4,(109),IT Services & Consulting | Mumbai +19 other locations,340,6,10,4
Princeware,3.2,(109),Petrochemicals | Mumbai +21 other locations,493,3,--,6
Blue Dart Aviation,3.7,(109),Aviation | Chennai +18 other locations,290,4,--,20
Imdaad,4.5,(109),Facility Management Services | Dubai +9 other locations,168,7,--,14
Nava Bharath Fertilizers,3.5,(109),Agro Chemicals | Hyderabad / Secunderabad +38 other locations,215,6,8,18
Seagate,3.3,(109),Hardware & Networking | Pune +5 other locations,699,19,--,10
Mindspace Outsourcing Services,3.5,(109),Jaipur +1 other locations,263,5,11,14
Sofitel Luxury Hotel,4.8,(109),Hospitality | Mumbai +11 other locations,336,9,--,12
Woodkraft (India) Private Limited,2.8,(109),Real Estate | Bangalore / Bengaluru +8 other locations,479,5,1,7
Seven Seas Hotel,3.0,(109),Hospitality | New Delhi +4 other locations,368,5,--,6
Kuwait Integrated Petroleum Industries,3.9,(109),Kuwait City +8 other locations,468,17,--,5
Feat Systems,3.3,(109),Financial Services | Mumbai +6 other locations,317,12,2,1
Mangalore Refinery and Petrochemicals,4.3,(109),Oil & Gas | Mangaluru +9 other locations,602,--,--,12
Sietz Technologies,4.1,(109),Auto Components | Faridabad +5 other locations,474,12,2,10
Manya Education,3.3,(109),Education & Training | New Delhi +13 other locations,386,6,--,9
Mindseed,4.2,(109),Education & Training | Mumbai +11 other locations,233,8,8,20
Country Club Hospitality & Holidays,4.2,(109),Hospitality | Hyderabad / Secunderabad +20 other locations,330,1,2,9
M.B.A Consulting India,3.6,(110),Financial Services | Noida +10 other locations,386,6,1,8
RSP Design Consultants,3.9,(109),Architecture & Interior Design | Bangalore / Bengaluru +14 other locations,584,6,--,8
K & J Project,3.0,(109),Engineering & Construction | Nagpur +27 other locations,414,4,11,8
Poddar Tyres,3.9,(109),Auto Components | Ludhiana +17 other locations,365,5,--,7
Nirmiti Precision,3.4,(109),Electronics Manufacturing | Nashik +8 other locations,471,7,--,2
RATNATRIS PHARMACEUTICALS PRIVATE LIMITED,3.9,(109),Pharma | Ahmedabad +5 other locations,358,9,3,11
Mobicule Technologies,3.2,(109),Software Product | Mumbai +8 other locations,593,18,8,3
Lindstrom Services,4.0,(109),Fashion & Textile | Pune +15 other locations,442,10,--,11
Shri Ramswaroop Memorial University,3.8,(109),Education & Training | Lucknow +2 other locations,248,6,4,2
BYD India,3.3,(109),Automobile | Chennai +13 other locations,612,7,8,4
Consort Builders,4.4,(109),Real Estate | Chandigarh +14 other locations,385,9,7,8
Bal Bharati Public School,4.1,(109),Education & Training | New Delhi +24 other locations,345,1,33,3
Sankei Giken,4.0,(109),Auto Components | Bawal +5 other locations,433,10,--,9
Soffit Infrastructure Services,3.6,(109),Real Estate | Kochi +8 other locations,294,5,5,4
Techtree It Systems,2.1,(109),IT Services & Consulting | Bangalore / Bengaluru +6 other locations,609,5,6,6
G Plast,3.5,(109),Industrial Machinery | Coimbatore +2 other locations,522,5,51,5
GoApptiv,4.2,(109),Mumbai +42 other locations,289,4,--,4
Nova Techset,3.4,(109),Printing & Publishing | Chennai +4 other locations,572,8,6,4
VRP Telematics,3.2,(109),Retail | New Delhi +18 other locations,352,7,4,5
Pickyourtrail,3.4,(109),Travel & Tourism | Chennai +6 other locations,534,21,--,1
Absolutelabs,4.3,(109),Hyderabad / Secunderabad +3 other locations,122,8,7,3
PhillipCapital,3.3,(109),Financial Services | Mumbai +8 other locations,753,8,6,3
J&K Bank,3.9,(109),Banking | Srinagar +25 other locations,306,4,--,13
Indian Red Cross Society,4.0,(109),Non-Profit | Ahmedabad +59 other locations,272,4,--,7
Jio Haptik,3.5,(109),Emerging Technologies | Mumbai +8 other locations,719,15,4,8
Lark Laboratories (I),3.0,(109),Pharma | Bhiwadi +13 other locations,320,8,--,7
Sapphire International School,3.5,(109),Education & Training | Noida +6 other locations,240,7,--,6
BMD,3.7,(109),Engineering & Construction | Banswara +12 other locations,440,3,--,11
Uolo EdTech,2.9,(109),EdTech | Gurgaon / Gurugram +13 other locations,377,8,--,1
Jagannath Gupta Institute of Medical Sciences & Hospital,3.5,(109),Healthcare | Kolkata +4 other locations,415,4,2,8
Velocity Software Solutions,4.0,(109),IT Services & Consulting | Noida +7 other locations,339,18,--,11
Via.com,4.1,(109),Media & Entertainment | Bangalore / Bengaluru +11 other locations,492,7,--,4
Rkec Project,3.9,(109),Real Estate | Visakhapatnam +16 other locations,428,6,--,10
Aamby Valley City,3.7,(109),Real Estate | Pune +7 other locations,319,3,9,22
Jocata Financial Advisory and Technology,3.3,(109),Financial Services | Hyderabad / Secunderabad +4 other locations,947,14,--,9
Vinsys IT Services India Limited,3.4,(109),Education & Training | Pune +6 other locations,630,11,13,5
